UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
197887,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",453,"R",0,"R",453,"R",58,"R",13,"R",129,"R",28,"R",0,"R",453,"R",38,"R",207,"R",167,"R",37
197911,"R",247,"R",0,"R",247,"R",85,"R",34,"R",117,"R",47,"R",0,"R",247,"R",5,"R",0,"R",122,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
197966,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",216,"R",0,"R",216,"R",30,"R",14,"R",41,"R",19,"R",0,"R",216,"R",21,"R",19,"R",62,"R",29
197984,"R",224,"R",0,"R",224,"R",75,"R",33,"R",85,"R",38,"Z",0,"R",224,"Z",0,"R",1,"R",85,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
197993,"R",204,"R",0,"R",204,"R",53,"R",26,"R",80,"R",39,"R",0,"R",204,"R",1,"R",0,"R",81,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198011,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",169,"R",1,"R",168,"R",9,"R",5,"R",19,"R",11,"R",1,"R",167,"R",5,"R",15,"R",24,"R",14
198039,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",182,"R",0,"R",182,"R",10,"R",5,"R",21,"R",12,"R",0,"R",182,"R",13,"R",12,"R",34,"R",19
198066,"R",146,"R",0,"R",146,"R",33,"R",23,"R",51,"R",35,"R",0,"R",146,"R",0,"R",0,"R",51,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198075,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",76,"R",0,"R",76,"R",10,"R",13,"R",23,"R",30,"R",0,"R",76,"R",0,"R",0,"R",23,"R",30
198084,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",189,"R",0,"R",189,"R",44,"R",23,"R",56,"R",30,"R",0,"R",189,"R",10,"R",3,"R",66,"R",35
198109,"R",21,"R",0,"R",21,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",21,"R",12,"R",1,"R",12,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198118,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",677,"R",0,"R",677,"R",60,"R",9,"R",156,"R",23,"R",0,"R",677,"R",9,"R",276,"R",165,"R",24
198136,"R",721,"R",0,"R",721,"R",246,"R",34,"R",399,"R",55,"R",3,"R",718,"R",3,"R",0,"R",402,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198154,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",947,"R",1,"R",946,"R",103,"R",11,"R",186,"R",20,"R",0,"R",946,"R",28,"R",173,"R",214,"R",23
198190,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",2,"R",22,"R",7,"R",78,"R",0,"R",9,"R",0,"R",0,"R",7,"R",78
198206,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134,"R",0,"R",134,"R",14,"R",10,"R",26,"R",19,"Z",0,"R",134,"R",10,"R",11,"R",36,"R",27
198215,"R",222,"R",0,"R",222,"R",80,"R",36,"R",119,"R",54,"Z",0,"R",222,"R",0,"R",1,"R",119,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198233,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",629,"R",0,"R",629,"R",52,"R",8,"R",151,"R",24,"R",0,"R",629,"R",10,"Z",0,"R",161,"R",26
198251,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",379,"R",0,"R",379,"R",76,"R",20,"R",125,"R",33,"R",0,"R",379,"R",26,"R",19,"R",151,"R",40
198260,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1347,"R",0,"R",1347,"R",53,"R",4,"R",160,"R",12,"R",0,"R",1347,"R",74,"R",123,"R",234,"R",17
198303,"R",292,"R",0,"R",292,"R",48,"R",16,"R",87,"R",30,"R",0,"R",292,"R",0,"R",0,"R",87,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198321,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",229,"R",0,"R",229,"R",42,"R",18,"R",64,"R",28,"Z",0,"R",229,"R",11,"R",13,"R",75,"R",33
198330,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",445,"R",0,"R",445,"R",65,"R",15,"R",119,"R",27,"R",0,"R",445,"R",15,"R",25,"R",134,"R",30
198367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",378,"R",0,"R",378,"R",16,"R",4,"R",55,"R",15,"Z",0,"R",378,"R",8,"R",27,"R",63,"R",17
198376,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",513,"R",0,"R",513,"R",78,"R",15,"R",136,"R",27,"R",0,"R",513,"R",21,"R",32,"R",157,"R",31
198385,"R",460,"R",1,"R",459,"R",400,"R",87,"R",420,"R",92,"R",0,"R",459,"R",0,"R",0,"R",420,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198419,"R",1724,"R",2,"R",1722,"R",1524,"R",89,"R",1625,"R",94,"R",0,"R",1722,"R",16,"R",0,"R",1641,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198455,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",364,"R",0,"R",364,"R",21,"R",6,"R",38,"R",10,"R",0,"R",364,"R",18,"R",26,"R",56,"R",15
198464,"R",3223,"R",3,"R",3220,"R",1048,"R",33,"R",1885,"R",59,"R",0,"R",3220,"R",87,"R",52,"R",1972,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198491,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",324,"R",0,"R",324,"R",6,"R",2,"R",39,"R",12,"R",0,"R",324,"R",1,"R",1,"R",40,"R",12
198507,"R",556,"R",0,"R",556,"R",99,"R",18,"R",243,"R",44,"R",0,"R",556,"R",10,"R",2,"R",253,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198516,"R",1237,"R",0,"R",1237,"R",959,"R",78,"R",1015,"R",82,"R",0,"R",1237,"R",6,"R",0,"R",1021,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198525,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",0,"R",0,"R",33,"R",63,"R",0,"R",52,"R",1,"R",0,"R",34,"R",65
198534,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",926,"R",132,"R",794,"R",14,"R",2,"R",41,"R",5,"R",0,"R",794,"R",26,"R",83,"R",67,"R",8
198543,"R",835,"R",4,"R",831,"R",78,"R",9,"R",255,"R",31,"R",0,"R",831,"R",30,"R",25,"R",285,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198552,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",983,"R",0,"R",983,"R",94,"R",10,"R",212,"R",22,"Z",0,"R",983,"R",29,"R",520,"R",241,"R",25
198561,"R",438,"R",0,"R",438,"R",171,"R",39,"R",239,"R",55,"R",0,"R",438,"R",2,"R",0,"R",241,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198570,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",674,"R",0,"R",674,"R",175,"R",26,"R",176,"R",26,"Z",0,"R",674,"R",6,"R",68,"R",182,"R",27
198598,"R",213,"R",1,"R",212,"R",59,"R",28,"R",84,"R",40,"R",0,"R",212,"R",8,"R",0,"R",92,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198613,"R",410,"R",0,"R",410,"R",225,"R",55,"R",245,"R",60,"R",0,"R",410,"R",1,"R",0,"R",246,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198622,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2323,"R",1,"R",2322,"R",183,"R",8,"R",276,"R",12,"R",2,"R",2320,"R",92,"R",235,"R",368,"R",16
198640,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",211,"R",0,"R",211,"R",24,"R",11,"R",43,"R",20,"R",0,"R",211,"R",12,"R",2,"R",55,"R",26
198668,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",237,"R",0,"R",237,"R",22,"R",9,"R",66,"R",28,"R",0,"R",237,"R",3,"R",6,"R",69,"R",29
198677,"R",11,"R",0,"R",11,"Z",0,"R",0,"R",2,"R",18,"R",0,"R",11,"R",0,"R",0,"R",2,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198695,"R",401,"R",0,"R",401,"R",211,"R",53,"R",245,"R",61,"R",0,"R",401,"R",0,"R",0,"R",245,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198710,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",259,"R",0,"R",259,"R",14,"R",5,"R",34,"R",13,"R",0,"R",259,"R",8,"R",150,"R",42,"R",16
198729,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",198,"R",0,"R",198,"R",13,"R",7,"R",24,"R",12,"Z",0,"R",198,"R",22,"R",11,"R",46,"R",23
198747,"R",5,"R",0,"R",5,"R",1,"R",20,"R",3,"R",60,"R",0,"R",5,"R",0,"R",0,"R",3,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198756,"R",440,"R",0,"R",440,"R",112,"R",25,"R",163,"R",37,"R",1,"R",439,"R",13,"R",0,"R",176,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198774,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",710,"R",0,"R",710,"R",208,"R",29,"R",208,"R",29,"Z",0,"R",710,"R",97,"R",31,"R",305,"R",43
198808,"R",212,"R",0,"R",212,"R",27,"R",13,"R",51,"R",24,"R",0,"R",212,"R",5,"R",0,"R",56,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198817,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",424,"R",0,"R",424,"R",17,"R",4,"R",58,"R",14,"R",0,"R",424,"R",13,"R",18,"R",71,"R",17
198835,"R",326,"R",0,"R",326,"R",122,"R",37,"R",153,"R",47,"R",0,"R",326,"R",2,"R",0,"R",155,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198844,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",66,"R",0,"R",66,"R",0,"R",0,"R",65,"R",98,"R",0,"R",66,"R",1,"R",0,"R",66,"R",100
198862,"R",187,"R",0,"R",187,"R",24,"R",13,"R",53,"R",28,"R",0,"R",187,"R",2,"R",0,"R",55,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198871,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",326,"R",0,"R",326,"R",27,"R",8,"R",46,"R",14,"R",0,"R",326,"R",4,"R",0,"R",50,"R",15
198899,"R",278,"R",0,"R",278,"R",76,"R",27,"R",107,"R",38,"R",0,"R",278,"R",0,"R",0,"R",107,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198905,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",127,"R",0,"R",127,"R",2,"R",2,"R",8,"R",6,"Z",0,"R",127,"R",1,"R",7,"R",9,"R",7
198914,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",197,"R",0,"R",197,"R",63,"R",32,"R",75,"R",38,"R",0,"R",197,"R",7,"R",10,"R",82,"R",42
198923,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",213,"R",1,"R",212,"R",13,"R",6,"R",51,"R",24,"Z",0,"R",212,"R",8,"R",14,"R",59,"R",28
198950,"R",451,"R",0,"R",451,"R",200,"R",44,"R",265,"R",59,"R",0,"R",451,"R",1,"R",2,"R",266,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198969,"R",370,"R",0,"R",370,"R",59,"R",16,"R",143,"R",39,"R",0,"R",370,"R",3,"R",0,"R",146,"R",39,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
198987,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",449,"R",0,"R",449,"R",31,"R",7,"R",82,"R",18,"R",0,"R",449,"R",14,"R",30,"R",96,"R",21
198996,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",3,"R",75,"R",3,"R",75,"Z",0,"R",4,"R",1,"R",0,"R",4,"R",100
199005,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",5,"R",83,"R",5,"R",83,"R",0,"R",6,"R",1,"R",0,"R",6,"R",100
199014,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",2,"R",13,"R",12,"R",80,"R",1,"R",14,"R",1,"R",1,"R",13,"R",93
199023,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",0,"R",71,"R",15,"R",21,"R",27,"R",38,"R",0,"R",71,"R",8,"R",2,"R",35,"R",49
199032,"R",133,"R",0,"R",133,"R",23,"R",17,"R",46,"R",35,"R",0,"R",133,"R",2,"R",0,"R",48,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199069,"R",200,"R",0,"R",200,"R",64,"R",32,"R",89,"R",45,"R",0,"R",200,"R",1,"R",0,"R",90,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199078,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",9,"R",47,"R",10,"R",53,"R",0,"R",19,"R",0,"R",0,"R",10,"R",53
199087,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",371,"R",0,"R",371,"R",7,"R",2,"R",23,"R",6,"Z",0,"R",371,"R",12,"R",15,"R",35,"R",9
199102,"R",2239,"R",2,"R",2237,"R",369,"R",16,"R",910,"R",41,"R",0,"R",2237,"R",67,"R",29,"R",977,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199111,"R",471,"R",0,"R",471,"R",154,"R",33,"R",286,"R",61,"R",0,"R",471,"R",10,"R",1,"R",296,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199120,"R",3749,"R",2,"R",3747,"R",2819,"R",75,"R",3334,"R",89,"R",0,"R",3747,"R",29,"R",10,"R",3363,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199139,"R",2864,"R",5,"R",2859,"R",741,"R",26,"R",1507,"R",53,"R",0,"R",2859,"R",98,"R",61,"R",1605,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199148,"R",2401,"R",2,"R",2399,"R",670,"R",28,"R",1283,"R",53,"R",0,"R",2399,"R",71,"R",35,"R",1354,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199157,"R",1195,"R",0,"R",1195,"R",181,"R",15,"R",459,"R",38,"R",0,"R",1195,"R",23,"R",8,"R",482,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199184,"R",158,"R",0,"R",158,"R",85,"R",54,"R",92,"R",58,"R",0,"R",158,"R",0,"R",0,"R",92,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199193,"R",4243,"R",1,"R",4242,"R",1732,"R",41,"R",3072,"R",72,"R",0,"R",4242,"R",86,"R",46,"R",3158,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199209,"R",288,"R",0,"R",288,"R",54,"R",19,"R",64,"R",22,"R",0,"R",288,"R",1,"R",0,"R",65,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199218,"R",1936,"R",3,"R",1933,"R",842,"R",44,"R",1296,"R",67,"R",0,"R",1933,"R",23,"R",7,"R",1319,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",65,"R",0,"R",65,"R",47,"R",72,"R",49,"R",75,"R",0,"R",65,"R",2,"R",0,"R",51,"R",78
199272,"R",197,"R",0,"R",197,"R",56,"R",28,"R",70,"R",36,"R",0,"R",197,"R",14,"R",0,"R",84,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199281,"R",961,"R",0,"R",961,"R",142,"R",15,"R",322,"R",34,"R",0,"R",961,"R",26,"R",15,"R",348,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199306,"R",198,"R",0,"R",198,"R",74,"R",37,"R",90,"R",45,"R",0,"R",198,"R",0,"R",0,"R",90,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199315,"R",45,"R",0,"R",45,"R",18,"R",40,"R",21,"R",47,"R",0,"R",45,"R",2,"R",0,"R",23,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199324,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",247,"R",0,"R",247,"R",84,"R",34,"R",106,"R",43,"R",0,"R",247,"R",6,"R",8,"R",112,"R",45
199333,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",996,"R",0,"R",996,"R",50,"R",5,"R",133,"R",13,"R",0,"R",996,"R",70,"R",112,"R",203,"R",20
199412,"R",234,"R",0,"R",234,"R",116,"R",50,"R",142,"R",61,"Z",0,"R",234,"R",1,"R",0,"R",143,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199421,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",354,"R",0,"R",354,"R",54,"R",15,"R",83,"R",23,"Z",0,"R",354,"R",33,"R",32,"R",116,"R",33
199449,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",271,"R",1,"R",270,"R",32,"R",12,"R",57,"R",21,"R",0,"R",270,"R",13,"R",40,"R",70,"R",26
199458,"R",22,"R",0,"R",22,"R",2,"R",9,"R",6,"R",27,"R",0,"R",22,"R",0,"R",0,"R",6,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199467,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",220,"R",0,"R",220,"R",3,"R",1,"R",35,"R",16,"R",0,"R",220,"R",20,"R",7,"R",55,"R",25
199476,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",415,"R",0,"R",415,"R",37,"R",9,"R",69,"R",17,"Z",0,"R",415,"R",24,"R",24,"R",93,"R",22
199485,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",339,"R",0,"R",339,"R",24,"R",7,"R",56,"R",17,"R",0,"R",339,"R",18,"R",27,"R",74,"R",22
199494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",662,"R",0,"R",662,"R",103,"R",16,"R",227,"R",34,"R",0,"R",662,"R",45,"R",86,"R",272,"R",41
199582,"R",261,"R",0,"R",261,"R",34,"R",13,"R",61,"R",23,"Z",0,"R",261,"R",5,"Z",0,"R",66,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199607,"R",131,"R",0,"R",131,"R",68,"R",52,"R",69,"R",53,"R",0,"R",131,"R",2,"R",1,"R",71,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199625,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",209,"R",0,"R",209,"R",72,"R",34,"R",72,"R",34,"R",0,"R",209,"R",6,"Z",0,"R",78,"R",37
199634,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",545,"R",0,"R",545,"R",87,"R",16,"R",109,"R",20,"Z",0,"R",545,"R",10,"R",39,"R",119,"R",22
199643,"R",560,"R",0,"R",560,"R",75,"R",13,"R",152,"R",27,"Z",0,"R",560,"R",4,"R",2,"R",156,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199689,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",73,"R",0,"R",73,"R",1,"R",1,"R",46,"R",63,"R",0,"R",73,"R",1,"R",0,"R",47,"R",64
199698,"R",191,"R",0,"R",191,"R",63,"R",33,"R",82,"R",43,"R",0,"R",191,"R",1,"R",1,"R",83,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199713,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",0,"R",0,"R",26,"R",47,"R",0,"R",55,"R",0,"R",0,"R",26,"R",47
199722,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",324,"R",0,"R",324,"R",34,"R",10,"R",56,"R",17,"R",0,"R",324,"R",14,"R",24,"R",70,"R",22
199731,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",198,"R",0,"R",198,"R",28,"R",14,"R",64,"R",32,"R",0,"R",198,"R",7,"R",0,"R",71,"R",36
199740,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",430,"R",0,"R",430,"R",74,"R",17,"R",131,"R",30,"R",0,"R",430,"R",22,"R",20,"R",153,"R",36
199768,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",396,"R",4,"R",392,"R",27,"R",7,"R",74,"R",19,"R",6,"R",386,"R",27,"R",174,"R",101,"R",26
199786,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",428,"R",0,"R",428,"R",26,"R",6,"R",65,"R",15,"R",0,"R",428,"R",27,"R",30,"R",92,"R",21
199795,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",129,"R",1,"R",128,"R",16,"R",13,"R",34,"R",27,"R",0,"R",128,"R",21,"R",55,"R",55,"R",43
199838,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",260,"R",0,"R",260,"R",36,"R",14,"R",72,"R",28,"R",0,"R",260,"R",24,"R",6,"R",96,"R",37
199847,"R",1114,"R",0,"R",1114,"R",918,"R",82,"R",982,"R",88,"Z",0,"R",1114,"R",3,"R",0,"R",985,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
